variant,case,frame,eval_time_s,npz_time_s,opt_step,obj_err_m,pelvis_err_m,pelvis_z_qpos_m,sim_pelvis_z_m,ref_pelvis_z_m,sim_left_sdf_m,sim_right_sdf_m,sim_min_hand_sdf_m,ref_left_sdf_m,ref_right_sdf_m,ref_min_hand_sdf_m,sim_left_contact_count,sim_right_contact_count,sim_total_contact_count,ref_left_contact_count,ref_right_contact_count,ref_total_contact_count,sim_left_foot_z_m,sim_right_foot_z_m,sim_right_foot_xy_step_m,ref_right_foot_xy_step_m,right_hip_pitch_ctrl_diff,robot_ctrl_linf,robot_ctrl_l2,object_ctrl_linf,object_ctrl_l2,qpos_max_abs_diff_vs_ref,qvel_max_abs
E080_box025_p2,box025_person2,0,0.0,0.0166667,0,0.026743888827126656,0.003629887562955838,0.7928758263587952,0.7928758263587952,0.7962945699691772,0.07435735531658533,0.09149279156800277,0.07435735531658533,0.07301628211984718,0.09267621168963686,0.07301628211984718,0,0,0,0,0,0,-0.0005335788479035111,0.005516654328317612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026725230214651674,0.8104629516601562
E080_box025_p2,box025_person2,1,0.02,0.0333334,0,0.037686225997199695,0.004977449254766604,0.7920224666595459,0.7920224666595459,0.7967427372932434,0.07533516385825784,0.09198591651274118,0.07533516385825784,0.07269859224935954,0.09400410311357371,0.07269859224935954,0,0,0,0,0,0,-0.0009934055945293244,0.004791663338030536,0.00044135217159868865,0.0006954182399838535,0.0,0.0,0.0,0.0,0.0,0.037656334636267275,0.6560419797897339
E080_box025_p2,box025_person2,2,0.04,0.0500001,0,0.045934844030048945,0.006141548396277525,0.7914615273475647,0.7914615273475647,0.7971909642219543,0.07637957333977502,0.0930111111790603,0.07637957333977502,0.07238035483491628,0.0953275879851932,0.07238035483491628,0,0,0,0,0,0,-0.0012865416775321853,0.00444473577465114,0.00012341149454446582,0.0006950024502011583,0.0,0.0,0.0,0.0,0.0,0.045894188282545656,0.4944455623626709
E080_box025_p2,box025_person2,3,0.06,0.0666668,0,0.0519879793751642,0.007932739276924073,0.7909342646598816,0.7909342646598816,0.7970979809761047,0.07743845108715103,0.09437937722409578,0.07743845108715103,0.06999610167011966,0.09446385443811073,0.06999610167011966,0,0,0,0,0,0,-0.001640263336104661,0.004148526644137493,5.906635478820777e-05,0.00022679167420374058,0.0,0.0,0.0,0.0,0.0,0.05193855002289638,0.36283454298973083
E080_box025_p2,box025_person2,4,0.08,0.0833335,0,0.05638213302346293,0.010317809258791824,0.7904467582702637,0.7904467582702637,0.797000527381897,0.07858348526616282,0.09596791468221227,0.07858348526616282,0.06759389665375554,0.09357885468798405,0.06759389665375554,0,0,0,0,0,0,-0.001991811335139121,0.003867662805952285,0.00011036372345669181,0.00022133869661407335,0.0,0.0,0.0,0.0,0.0,0.05632610380416736,0.3208039104938507
E080_box025_p2,box025_person2,5,0.1,0.10000020000000001,0,0.059570271475340775,0.01330656182278822,0.7899953126907349,0.7899953126907349,0.7973270416259766,0.07980705068728694,0.0977264215140265,0.07980705068728694,0.06563165653889841,0.0925415424915979,0.06563165653889841,0,0,0,0,0,0,-0.002331938586506134,0.0035830470537835737,0.00014547765468808568,0.0005367993256959545,0.0,0.0,0.0,0.0,0.0,0.05950801580911502,0.28888270258903503
E080_box025_p2,box025_person2,6,0.12,0.11666690000000002,0,0.06187256194045474,0.016363177157785094,0.7897344827651978,0.7897344827651978,0.7976605296134949,0.08105134412134513,0.09951702535499424,0.08105134412134513,0.06368001272473595,0.09149984229425184,0.06368001272473595,0,0,0,0,0,0,-0.0024949716849894527,0.0033970159996656243,0.0001888338737727225,0.0005396606117594175,0.0,0.0,0.0,0.0,0.0,0.06180638208752498,0.23512254655361176
E080_box025_p2,box025_person2,7,0.14,0.13333360000000002,0,0.06351713978978815,0.01883341471301532,0.7895877361297607,0.7895877361297607,0.7981078624725342,0.0823238016048134,0.10131865316142125,0.0823238016048134,0.06295747324992745,0.09092020296526554,0.06295747324992745,0,0,0,0,0,0,-0.002585102890000912,0.0032606284321813825,0.00020528941593969528,9.921823861073429e-05,0.0,0.0,0.0,0.0,0.0,0.0634506544447504,0.1969251185655594
E080_box025_p2,box025_person2,8,0.16,0.15000030000000003,0,0.06469869064384685,0.02132662014665446,0.7895665168762207,0.7895665168762207,0.7985579967498779,0.08362668111078125,0.10309148834114173,0.08362668111078125,0.062267423395403754,0.0903507646581248,0.062267423395403754,0,0,0,0,0,0,-0.002595217638357898,0.0031917239377804024,0.00023707191139342348,0.00011068743408598857,0.0,0.0,0.0,0.0,0.0,0.0646335533238016,0.17645829916000366
E080_box025_p2,box025_person2,9,0.18,0.16666700000000004,0,0.06555151823256876,0.023028698222173523,0.7895761132240295,0.7895761132240295,0.7985709309577942,0.085016875997665,0.10482660327732202,0.085016875997665,0.0630692637547417,0.09017133832728569,0.0630692637547417,0,0,0,0,0,0,-0.0026086127937775885,0.003121470569005566,0.0002359205955513886,0.00027501921382884964,0.0,0.0,0.0,0.0,0.0,0.06548905133968219,0.1935650259256363
