frame,eval_time_s,npz_time_s,ref_contact_left,ref_contact_right,raw_contact_left,raw_contact_right,robot_contact_5cm_left,robot_contact_5cm_right,ref_contact_any,raw_contact_any,sim_contact_any,sim_hand_object_dist_left_m,sim_hand_object_dist_right_m,ref_hand_object_dist_left_m,ref_hand_object_dist_right_m,sim_min_hand_sdf_m,ref_min_hand_sdf_m,object_pos_lag_m,support_proxy_lag_m,contact_miss_reason,phase_shift_suggestion_frames
0,0.0,0.0166667,,,False,False,,,False,False,False,,,,,0.3620146595606293,0.370533809669665,0.006237093621500852,,no_contact_expected,0
1,0.02,0.0333334,,,False,False,,,False,False,False,,,,,0.3589677312398479,0.37038117957040867,0.008038155875638074,,no_contact_expected,0
2,0.04,0.0500001,,,False,False,,,False,False,False,,,,,0.3563422445024497,0.3702306252871919,0.00939362672074616,,no_contact_expected,0
3,0.06,0.0666668,,,False,False,,,False,False,False,,,,,0.35401734200627216,0.3698701025579879,0.010417772773274164,,no_contact_expected,0
4,0.08,0.0833335,,,False,False,,,False,False,False,,,,,0.35190495264839405,0.36951139023052654,0.011192858256214145,,no_contact_expected,0
5,0.1,0.10000020000000001,,,False,False,,,False,False,False,,,,,0.3501574404300178,0.36936948953375587,0.011760607312732879,,no_contact_expected,0
6,0.12,0.11666690000000002,,,False,False,,,False,False,False,,,,,0.34851524705954,0.3692310567307404,0.01218757501324225,,no_contact_expected,0
7,0.14,0.13333360000000002,,,False,False,,,False,False,False,,,,,0.34708600334696177,0.3695345828757942,0.012529529815352736,,no_contact_expected,0
8,0.16,0.15000030000000003,,,False,False,,,False,False,False,,,,,0.3457732173781963,0.36984818178893525,0.01279282850040495,,no_contact_expected,0
9,0.18,0.16666700000000004,,,False,False,,,False,False,False,,,,,0.34455454768322274,0.37142320707269216,0.012997583739380645,,no_contact_expected,0
10,0.2,0.18333370000000004,,,False,False,,,False,False,False,,,,,0.3433891034497843,0.3730120618347955,0.013158515675184312,,no_contact_expected,0
11,0.22,0.20000040000000005,,,False,False,,,False,False,False,,,,,0.3422729381159984,0.37342069106955617,0.013293161927189741,,no_contact_expected,0
12,0.24,0.21666710000000006,,,False,False,,,False,False,False,,,,,0.34157127318522623,0.37374425656885135,0.01340512813777019,,no_contact_expected,0
13,0.26,0.23333380000000006,,,False,False,,,False,False,False,,,,,0.3409926630555577,0.37342895490099587,0.013482151593302637,,no_contact_expected,0
14,0.28,0.25000050000000007,,,False,False,,,False,False,False,,,,,0.3406956222317476,0.3730701579935774,0.013542326528359227,,no_contact_expected,0
15,0.3,0.26666720000000005,,,False,False,,,False,False,False,,,,,0.34026988406565256,0.3726610087997214,0.013589268917910739,,no_contact_expected,0
16,0.32,0.2833339,,,False,False,,,False,False,False,,,,,0.33970603840307195,0.3718512843689265,0.013626914083564548,,no_contact_expected,0
17,0.34,0.3000006,,,False,False,,,False,False,False,,,,,0.3387878062990307,0.3695988206213287,0.01364910525973813,,no_contact_expected,0
18,0.36,0.3166673,,,False,False,,,False,False,False,,,,,0.3373649515166009,0.36680653371184735,0.013671976640202588,,no_contact_expected,0
19,0.38,0.33333399999999996,,,False,False,,,False,False,False,,,,,0.3353152009883499,0.36099804433667576,0.013667857079775685,,no_contact_expected,0
20,0.4,0.35000069999999994,,,False,False,,,False,False,False,,,,,0.33252032877652954,0.3545338769462786,0.013661041522437358,,no_contact_expected,0
21,0.42,0.3666673999999999,,,False,False,,,False,False,False,,,,,0.32853828454683515,0.33644333979953706,0.013695423581122718,,no_contact_expected,0
22,0.44,0.3833340999999999,,,False,False,,,False,False,False,,,,,0.32298031731122134,0.31664280639005216,0.013726160416138191,,no_contact_expected,0
23,0.46,0.4000007999999999,,,False,False,,,False,False,False,,,,,0.3154497353596047,0.2978424560664775,0.013755242387602918,,no_contact_expected,0
24,0.48,0.41666749999999986,,,False,False,,,False,False,False,,,,,0.30558139842560966,0.2788112329597134,0.013788897097383467,,no_contact_expected,0
25,0.5,0.43333419999999984,,,False,False,,,False,False,False,,,,,0.29315892857943504,0.25443287861246244,0.013806503101067931,,no_contact_expected,0
26,0.52,0.4500008999999998,,,False,False,,,False,False,False,,,,,0.27821360410465035,0.2290165287260834,0.013818599110747601,,no_contact_expected,0
27,0.54,0.4666675999999998,,,False,False,,,False,False,False,,,,,0.2604963668574632,0.19868498253072026,0.013818675615235995,,no_contact_expected,0
28,0.56,0.4833342999999998,,,False,False,,,False,False,False,,,,,0.2401585781645351,0.1678378781268014,0.013819067856115976,,no_contact_expected,0
29,0.58,0.5000009999999998,,,False,False,,,False,False,False,,,,,0.21766156708043619,0.1421382556724917,0.01382981934796501,,no_contact_expected,0
30,0.6,0.5166676999999998,,,False,False,,,False,False,False,,,,,0.19347986879453452,0.11727366021869358,0.013839356899983552,,no_contact_expected,0
31,0.62,0.5333343999999999,,,False,False,,,False,False,False,,,,,0.1682846677449793,0.09719493990274815,0.013870215816250125,,no_contact_expected,0
32,0.64,0.5500010999999999,,,False,False,,,False,False,False,,,,,0.14263426792584397,0.0793748133973782,0.013865824504403155,,no_contact_expected,0
33,0.66,0.5666677999999999,,,False,False,,,False,False,False,,,,,0.11713066846631419,0.058842467827307454,0.013906273805617278,,no_contact_expected,0
34,0.68,0.5833345,,,False,False,,,True,False,False,,,,,0.09246758377522996,0.04237431269156915,0.014035522961955815,,timing_or_wrong_side,0
35,0.7,0.6000012,,,False,False,,,True,False,False,,,,,0.06915919675235788,0.0356354695422493,0.014031358277614517,,timing_or_wrong_side,0
36,0.72,0.6166679,,,False,False,,,True,False,True,,,,,0.045604046683043846,0.03303100227722701,0.014042194152548952,,hit,0
37,0.74,0.6333346000000001,,,True,True,,,True,True,True,,,,,0.03669065055141343,0.03245104907778466,0.013824706214374913,,hit,0
38,0.76,0.6500013000000001,,,True,True,,,True,True,True,,,,,0.035630244949769165,0.03195311353734923,0.013779048716660953,,hit,0
39,0.78,0.6666680000000001,,,True,True,,,True,True,True,,,,,0.03753934895866025,0.03182412758941691,0.013822475100264681,,hit,0
40,0.8,0.6833347000000002,,,True,True,,,True,True,True,,,,,0.038316913809323214,0.03173768499042191,0.013852472458307027,,hit,0
41,0.82,0.7000014000000002,,,True,True,,,True,True,True,,,,,0.038533484889469456,0.032442929234995734,0.01388341813925159,,hit,0
42,0.84,0.7166681000000003,,,True,True,,,True,True,True,,,,,0.038395417509511996,0.03324290832639713,0.013934698977950796,,hit,0
43,0.86,0.7333348000000003,,,True,True,,,True,True,True,,,,,0.038152240470004394,0.032893728891544065,0.013578234824524697,,hit,0
44,0.88,0.7500015000000003,,,True,True,,,True,True,True,,,,,0.03808898372893066,0.032319446649166673,0.013279658059925759,,hit,0
45,0.9,0.7666682000000004,,,True,True,,,True,True,True,,,,,0.03798537040589219,0.03259839241188628,0.011574436918277814,,hit,0
46,0.92,0.7833349000000004,,,True,True,,,True,True,True,,,,,0.037842609039122205,0.03305226005869847,0.010266381556751756,,hit,0
47,0.94,0.8000016000000004,,,True,True,,,True,True,True,,,,,0.03798154018937431,0.033411763408821155,0.007615428519598616,,hit,0
48,0.96,0.8166683000000005,,,True,True,,,True,True,True,,,,,0.03816828132210214,0.033740594953804465,0.008235714741000226,,hit,0
49,0.98,0.8333350000000005,,,True,True,,,True,True,True,,,,,0.03842503513566715,0.03404105781187784,0.009153834838853108,,hit,0
50,1.0,0.8500017000000005,,,True,True,,,True,True,True,,,,,0.03904128749687979,0.03427290849582278,0.007898074578544079,,hit,0
51,1.02,0.8666684000000006,,,True,True,,,True,True,True,,,,,0.04020845159354886,0.03422559563744975,0.014649194361642307,,hit,0
52,1.04,0.8833351000000006,,,True,True,,,True,True,True,,,,,0.041284240741037696,0.034369539920849665,0.02388322054070927,,hit,0
53,1.06,0.9000018000000006,,,True,True,,,True,True,True,,,,,0.042106382850794384,0.034014816921887465,0.026422198740147142,,hit,0
54,1.08,0.9166685000000007,,,True,True,,,True,True,True,,,,,0.042774552558327864,0.03346677266050799,0.02447297197055094,,hit,0
55,1.1,0.9333352000000007,,,True,True,,,True,True,True,,,,,0.04323700930316832,0.03390304097603802,0.030317833746841646,,hit,0
56,1.12,0.9500019000000007,,,True,True,,,True,True,True,,,,,0.043600634732391425,0.035297044799296025,0.03551481033306612,,hit,0
57,1.14,0.9666686000000008,,,True,True,,,True,True,True,,,,,0.04380966935752421,0.037025377827844236,0.043043165273209366,,hit,0
58,1.16,0.9833353000000008,,,True,True,,,True,True,True,,,,,0.043687899274986265,0.03887685053571572,0.05228756399500826,,hit,0
59,1.18,1.0000020000000007,,,True,True,,,True,True,True,,,,,0.04323456963788942,0.03680848061853202,0.05164747504541852,,hit,0
60,1.2,1.0166687000000008,,,True,True,,,True,True,True,,,,,0.043040667131507636,0.034404575925975935,0.0503243585884854,,hit,0
