frame,eval_time_s,npz_time_s,ref_contact_left,ref_contact_right,raw_contact_left,raw_contact_right,robot_contact_5cm_left,robot_contact_5cm_right,ref_contact_any,raw_contact_any,sim_contact_any,sim_hand_object_dist_left_m,sim_hand_object_dist_right_m,ref_hand_object_dist_left_m,ref_hand_object_dist_right_m,sim_min_hand_sdf_m,ref_min_hand_sdf_m,object_pos_lag_m,support_proxy_lag_m,contact_miss_reason,phase_shift_suggestion_frames
0,0.0,0.0166667,,,False,False,,,False,False,False,,,,,0.357396676502033,0.3627644598908058,0.0066492001127444345,,no_contact_expected,0
1,0.02,0.0333334,,,False,False,,,False,False,False,,,,,0.35589565156450936,0.36130310273459587,0.008632483526793695,,no_contact_expected,0
2,0.04,0.0500001,,,False,False,,,False,False,False,,,,,0.35466596742412154,0.35986471099409434,0.01011405593757497,,no_contact_expected,0
3,0.06,0.0666668,,,False,False,,,False,False,False,,,,,0.35373528855479236,0.3620192816731734,0.01122030218982861,,no_contact_expected,0
4,0.08,0.0833335,,,False,False,,,False,False,False,,,,,0.3530997443832073,0.36426491448399095,0.01205127762732959,,no_contact_expected,0
5,0.1,0.10000020000000001,,,False,False,,,False,False,False,,,,,0.352655639108817,0.36600398086059377,0.01266493681480683,,no_contact_expected,0
6,0.12,0.11666690000000002,,,False,False,,,False,False,False,,,,,0.35232457103548626,0.3677395008584632,0.013127608401163705,,no_contact_expected,0
7,0.14,0.13333360000000002,,,False,False,,,False,False,False,,,,,0.35206972857600694,0.36878177693386427,0.013495760091454815,,no_contact_expected,0
8,0.16,0.15000030000000003,,,False,False,,,False,False,False,,,,,0.35177571873082875,0.36987563665141,0.013780295804019524,,no_contact_expected,0
9,0.18,0.16666700000000004,,,False,False,,,False,False,False,,,,,0.3516401582557024,0.3709158598065726,0.01400095730430838,,no_contact_expected,0
10,0.2,0.18333370000000004,,,False,False,,,False,False,False,,,,,0.3513616916221777,0.37188654083862116,0.014173990052867515,,no_contact_expected,0
11,0.22,0.20000040000000005,,,False,False,,,False,False,False,,,,,0.35105373806060364,0.3722431326756488,0.014311649507426263,,no_contact_expected,0
12,0.24,0.21666710000000006,,,False,False,,,False,False,False,,,,,0.35077870479301015,0.37252577978538104,0.014424581927982186,,no_contact_expected,0
13,0.26,0.23333380000000006,,,False,False,,,False,False,False,,,,,0.35023966701355824,0.3708826376087055,0.014514220104406679,,no_contact_expected,0
14,0.28,0.25000050000000007,,,False,False,,,False,False,False,,,,,0.3483291848332551,0.36918824245744397,0.014583977394566648,,no_contact_expected,0
15,0.3,0.26666720000000005,,,False,False,,,False,False,False,,,,,0.34567732568125337,0.36650744815699865,0.014637618203401969,,no_contact_expected,0
16,0.32,0.2833339,,,False,False,,,False,False,False,,,,,0.3414038987714183,0.3633068544725346,0.014680446859112382,,no_contact_expected,0
17,0.34,0.3000006,,,False,False,,,False,False,False,,,,,0.336050069358694,0.3559974045128943,0.014687356918862917,,no_contact_expected,0
18,0.36,0.3166673,,,False,False,,,False,False,False,,,,,0.3293872759323995,0.34825917981820853,0.014693832754173752,,no_contact_expected,0
19,0.38,0.33333399999999996,,,False,False,,,False,False,False,,,,,0.32206148122538353,0.34145683377845243,0.014682754464522087,,no_contact_expected,0
20,0.4,0.35000069999999994,,,False,False,,,False,False,False,,,,,0.3134335723186265,0.33495474732210434,0.014664453894780521,,no_contact_expected,0
21,0.42,0.3666673999999999,,,False,False,,,False,False,False,,,,,0.3040465860572983,0.3163364750339818,0.01468912599976166,,no_contact_expected,0
22,0.44,0.3833340999999999,,,False,False,,,False,False,False,,,,,0.29377443155804167,0.29659002200041984,0.014711050891879317,,no_contact_expected,0
23,0.46,0.4000007999999999,,,False,False,,,False,False,False,,,,,0.28254017845594753,0.2758109237758201,0.014736009429741213,,no_contact_expected,0
24,0.48,0.41666749999999986,,,False,False,,,False,False,False,,,,,0.2694110092179894,0.2547469632803616,0.014764655744574383,,no_contact_expected,0
25,0.5,0.43333419999999984,,,False,False,,,False,False,False,,,,,0.2546180578084954,0.22823223290662023,0.01475233189363756,,no_contact_expected,0
26,0.52,0.4500008999999998,,,False,False,,,False,False,False,,,,,0.23740454668071678,0.20155666727979887,0.014733079207263657,,no_contact_expected,0
27,0.54,0.4666675999999998,,,False,False,,,False,False,False,,,,,0.21838084168554017,0.16787702803926638,0.01472841704969972,,no_contact_expected,0
28,0.56,0.4833342999999998,,,False,False,,,False,False,False,,,,,0.19795811775322444,0.13474535723304668,0.01472366591163602,,no_contact_expected,0
29,0.58,0.5000009999999998,,,False,False,,,False,False,False,,,,,0.17720719224783432,0.10684125276346061,0.014713416975451933,,no_contact_expected,0
