eval_frame,eval_time_s,ref_frame_30hz,raw_frame,person1_left_contact,person1_left_min_dist_m,person1_left_tip_min_dist_m,person1_left_n_vertices_lt_thresh,person1_right_contact,person1_right_min_dist_m,person1_right_tip_min_dist_m,person1_right_n_vertices_lt_thresh,person2_left_contact,person2_left_min_dist_m,person2_left_tip_min_dist_m,person2_left_n_vertices_lt_thresh,person2_right_contact,person2_right_min_dist_m,person2_right_tip_min_dist_m,person2_right_n_vertices_lt_thresh
0,0.0,0,45,0,0.515285313129425,0.5176824927330017,0,0,0.38052427768707275,0.3832346796989441,0,0,0.6967360973358154,1.0456386804580688,0,0,0.5959826111793518,0.5982307195663452,0
1,0.02,1,46,0,0.5151420831680298,0.517678439617157,0,0,0.3832012414932251,0.38588446378707886,0,0,0.6921064853668213,0.942031979560852,0,0,0.5985234975814819,0.6008835434913635,0
2,0.04,1,46,0,0.5151420831680298,0.517678439617157,0,0,0.3832012414932251,0.38588446378707886,0,0,0.6921064853668213,0.942031979560852,0,0,0.5985234975814819,0.6008835434913635,0
3,0.06,2,47,0,0.515035092830658,0.5178133249282837,0,0,0.38680872321128845,0.38943737745285034,0,0,0.6815690994262695,0.8028369545936584,0,0,0.5969637632369995,0.5994995832443237,0
4,0.08,2,47,0,0.515035092830658,0.5178133249282837,0,0,0.38680872321128845,0.38943737745285034,0,0,0.6815690994262695,0.8028369545936584,0,0,0.5969637632369995,0.5994995832443237,0
5,0.1,3,48,0,0.5136708617210388,0.5166919231414795,0,0,0.3925698697566986,0.3951932191848755,0,0,0.6669387817382812,0.6686133742332458,0,0,0.5953337550163269,0.5979772806167603,0
6,0.12,4,49,0,0.5106790661811829,0.5140213370323181,0,0,0.3979954719543457,0.4005654454231262,0,0,0.5560775995254517,0.5570109486579895,0,0,0.5883822441101074,0.5909876227378845,0
7,0.14,4,49,0,0.5106790661811829,0.5140213370323181,0,0,0.3979954719543457,0.4005654454231262,0,0,0.5560775995254517,0.5570109486579895,0,0,0.5883822441101074,0.5909876227378845,0
8,0.16,5,50,0,0.5021347403526306,0.505262553691864,0,0,0.40164992213249207,0.40406203269958496,0,0,0.47582563757896423,0.47582563757896423,0,0,0.5837284922599792,0.5866948962211609,0
9,0.18,5,50,0,0.5021347403526306,0.505262553691864,0,0,0.40164992213249207,0.40406203269958496,0,0,0.47582563757896423,0.47582563757896423,0,0,0.5837284922599792,0.5866948962211609,0
10,0.2,6,51,0,0.4939548671245575,0.4968366026878357,0,0,0.39811548590660095,0.400380939245224,0,0,0.4273269474506378,0.4273269474506378,0,0,0.5752176642417908,0.5785720944404602,0
11,0.22,7,52,0,0.4853610694408417,0.4879368543624878,0,0,0.395079642534256,0.3972908854484558,0,0,0.41479435563087463,0.415648877620697,0,0,0.561634361743927,0.5649067163467407,0
12,0.24,7,52,0,0.4853610694408417,0.4879368543624878,0,0,0.395079642534256,0.3972908854484558,0,0,0.41479435563087463,0.415648877620697,0,0,0.561634361743927,0.5649067163467407,0
13,0.26,8,53,0,0.4703262150287628,0.47262758016586304,0,0,0.37990933656692505,0.3821791112422943,0,0,0.40082547068595886,0.4041388928890228,0,0,0.5315324664115906,0.5346336364746094,0
14,0.28,8,53,0,0.4703262150287628,0.47262758016586304,0,0,0.37990933656692505,0.3821791112422943,0,0,0.40082547068595886,0.4041388928890228,0,0,0.5315324664115906,0.5346336364746094,0
15,0.3,9,54,0,0.43979009985923767,0.44210585951805115,0,0,0.3512287735939026,0.35359856486320496,0,0,0.38002821803092957,0.3835686147212982,0,0,0.49580118060112,0.49870648980140686,0
16,0.32,10,55,0,0.39787834882736206,0.4001329839229584,0,0,0.3237612843513489,0.3260507881641388,0,0,0.3618013858795166,0.36530983448028564,0,0,0.4569801390171051,0.45989441871643066,0
17,0.34,10,55,0,0.39787834882736206,0.4001329839229584,0,0,0.3237612843513489,0.3260507881641388,0,0,0.3618013858795166,0.36530983448028564,0,0,0.4569801390171051,0.45989441871643066,0
18,0.36,11,56,0,0.35152900218963623,0.35378482937812805,0,0,0.287312388420105,0.2894726097583771,0,0,0.34724023938179016,0.35022416710853577,0,0,0.419159471988678,0.4220355451107025,0
19,0.38,11,56,0,0.35152900218963623,0.35378482937812805,0,0,0.287312388420105,0.2894726097583771,0,0,0.34724023938179016,0.35022416710853577,0,0,0.419159471988678,0.4220355451107025,0
20,0.4,12,57,0,0.30515924096107483,0.307367742061615,0,0,0.24793556332588196,0.24983246624469757,0,0,0.3163469731807709,0.3192143738269806,0,0,0.3748251497745514,0.3775098919868469,0
21,0.42,13,58,0,0.2483978271484375,0.2505538761615753,0,0,0.19176921248435974,0.19346210360527039,0,0,0.27592504024505615,0.27867719531059265,0,0,0.3178546130657196,0.3201555609703064,0
22,0.44,13,58,0,0.2483978271484375,0.2505538761615753,0,0,0.19176921248435974,0.19346210360527039,0,0,0.27592504024505615,0.27867719531059265,0,0,0.3178546130657196,0.3201555609703064,0
23,0.46,14,59,0,0.1892702281475067,0.19151654839515686,0,0,0.13007108867168427,0.1313965618610382,0,0,0.2251664102077484,0.22784477472305298,0,0,0.25760507583618164,0.26003679633140564,0
24,0.48,14,59,0,0.1892702281475067,0.19151654839515686,0,0,0.13007108867168427,0.1313965618610382,0,0,0.2251664102077484,0.22784477472305298,0,0,0.25760507583618164,0.26003679633140564,0
25,0.5,15,60,0,0.12120762467384338,0.12344831228256226,0,0,0.0608019083738327,0.061698220670223236,0,0,0.15972179174423218,0.16224907338619232,0,0,0.18117162585258484,0.18317358195781708,0
26,0.52,16,61,0,0.06977236270904541,0.07228251546621323,0,1,0.015151942148804665,0.016811180859804153,46,0,0.09761742502450943,0.10006411373615265,0,0,0.11998429149389267,0.12200510501861572,0
27,0.54,16,61,0,0.06977236270904541,0.07228251546621323,0,1,0.015151942148804665,0.016811180859804153,46,0,0.09761742502450943,0.10006411373615265,0,0,0.11998429149389267,0.12200510501861572,0
28,0.56,17,62,0,0.03548144921660423,0.03847862035036087,0,1,0.002679461380466819,0.011705008335411549,166,0,0.04626224562525749,0.04866980388760567,0,0,0.0761931985616684,0.07837457954883575,0
29,0.58,17,62,0,0.03548144921660423,0.03847862035036087,0,1,0.002679461380466819,0.011705008335411549,166,0,0.04626224562525749,0.04866980388760567,0,0,0.0761931985616684,0.07837457954883575,0
30,0.6,18,63,1,0.011798371560871601,0.012767818756401539,112,1,0.001565651036798954,0.005956788547337055,266,1,0.0011496416991576552,0.005240611266344786,190,0,0.04061560705304146,0.04269207641482353,0
31,0.62,19,64,1,0.004558838438242674,0.010053712874650955,164,1,0.0012678374769166112,0.002366489963606,257,1,0.0013129771687090397,0.0047852941788733006,287,1,0.023630041629076004,0.02445731870830059,25
32,0.64,19,64,1,0.004558838438242674,0.010053712874650955,164,1,0.0012678374769166112,0.002366489963606,257,1,0.0013129771687090397,0.0047852941788733006,287,1,0.023630041629076004,0.02445731870830059,25
33,0.66,20,65,1,0.0062050484120845795,0.015474872663617134,122,1,0.0008851593011058867,0.003263391088694334,223,1,0.0009877876145765185,0.006171608809381723,303,1,0.0005775351310148835,0.002677156822755933,165
34,0.68,20,65,1,0.0062050484120845795,0.015474872663617134,122,1,0.0008851593011058867,0.003263391088694334,223,1,0.0009877876145765185,0.006171608809381723,303,1,0.0005775351310148835,0.002677156822755933,165
35,0.7,21,66,1,0.009706049226224422,0.01894584856927395,86,1,0.002267625415697694,0.006492054555565119,212,1,0.0011526175076141953,0.004774709232151508,289,1,0.0015332065522670746,0.005776133853942156,221
36,0.72,22,67,1,0.01540382020175457,0.02356281690299511,60,1,0.0010531377047300339,0.0022869925014674664,272,1,0.0009262127568945289,0.004802674055099487,321,1,0.0011055667418986559,0.005759325809776783,248
37,0.74,22,67,1,0.01540382020175457,0.02356281690299511,60,1,0.0010531377047300339,0.0022869925014674664,272,1,0.0009262127568945289,0.004802674055099487,321,1,0.0011055667418986559,0.005759325809776783,248
38,0.76,23,68,1,0.014412873424589634,0.020108435302972794,72,1,0.0007090033614076674,0.0028424118645489216,326,1,0.00016163161490112543,0.005224144551903009,335,1,0.0012484579347074032,0.0027256496250629425,281
39,0.78,23,68,1,0.014412873424589634,0.020108435302972794,72,1,0.0007090033614076674,0.0028424118645489216,326,1,0.00016163161490112543,0.005224144551903009,335,1,0.0012484579347074032,0.0027256496250629425,281
40,0.8,24,69,1,0.013500584289431572,0.01713043637573719,87,1,0.0010069929994642735,0.0031711487099528313,343,1,0.0013463699724525213,0.003261938923969865,329,1,0.0010113046737387776,0.00199333019554615,314
41,0.82,25,70,1,0.01082322746515274,0.014062426052987576,120,1,0.0011668821098282933,0.0016296026296913624,328,1,0.00023611189681105316,0.00576687091961503,332,1,0.0009160172194242477,0.0017780759371817112,328
42,0.84,25,70,1,0.01082322746515274,0.014062426052987576,120,1,0.0011668821098282933,0.0016296026296913624,328,1,0.00023611189681105316,0.00576687091961503,332,1,0.0009160172194242477,0.0017780759371817112,328
43,0.86,26,71,1,0.007021100725978613,0.010826876387000084,157,1,0.0011183724272996187,0.0025663559790700674,282,1,0.0011718777241185308,0.006771137472242117,328,1,0.0010463543003425002,0.0012339248787611723,338
44,0.88,26,71,1,0.007021100725978613,0.010826876387000084,157,1,0.0011183724272996187,0.0025663559790700674,282,1,0.0011718777241185308,0.006771137472242117,328,1,0.0010463543003425002,0.0012339248787611723,338
45,0.9,27,72,1,0.010142918676137924,0.013347990810871124,122,1,0.0011383144883438945,0.0026987427845597267,289,1,0.00099635636433959,0.006744156125932932,339,1,0.0009288197034038603,0.002926155459135771,329
46,0.92,28,73,1,0.009294641204178333,0.012822614051401615,130,1,0.0005500982515513897,0.0032048870343714952,290,1,0.001392257516272366,0.007598354481160641,336,1,0.0006831680075265467,0.0025243323761969805,311
47,0.94,28,73,1,0.009294641204178333,0.012822614051401615,130,1,0.0005500982515513897,0.0032048870343714952,290,1,0.001392257516272366,0.007598354481160641,336,1,0.0006831680075265467,0.0025243323761969805,311
48,0.96,29,74,1,0.011165919713675976,0.0172001700848341,96,1,0.0007388285011984408,0.0031996218021959066,281,1,0.0006497560534626245,0.006109230220317841,325,1,0.0014139802660793066,0.00490949209779501,301
49,0.98,29,74,1,0.011165919713675976,0.0172001700848341,96,1,0.0007388285011984408,0.0031996218021959066,281,1,0.0006497560534626245,0.006109230220317841,325,1,0.0014139802660793066,0.00490949209779501,301
50,1.0,30,75,1,0.009285341948270798,0.016066642478108406,108,1,0.0014705295907333493,0.0014705295907333493,250,1,0.0007145591080188751,0.00757753336802125,264,1,0.0006147174863144755,0.008771263994276524,263
51,1.02,31,76,1,0.0067886533215641975,0.015962380915880203,118,1,0.0037852695677429438,0.0037852695677429438,232,1,0.0007168840966187418,0.003456246806308627,217,1,0.0014311941340565681,0.011755132116377354,272
52,1.04,31,76,1,0.0067886533215641975,0.015962380915880203,118,1,0.0037852695677429438,0.0037852695677429438,232,1,0.0007168840966187418,0.003456246806308627,217,1,0.0014311941340565681,0.011755132116377354,272
53,1.06,32,77,1,0.007841251790523529,0.017920024693012238,103,1,0.005155900493264198,0.005155900493264198,216,1,0.0004757631686516106,0.004582345485687256,266,1,0.00075950613245368,0.0013401596806943417,276
54,1.08,32,77,1,0.007841251790523529,0.017920024693012238,103,1,0.005155900493264198,0.005155900493264198,216,1,0.0004757631686516106,0.004582345485687256,266,1,0.00075950613245368,0.0013401596806943417,276
55,1.1,33,78,1,0.005218487232923508,0.012133298441767693,151,1,0.009227670729160309,0.009227670729160309,170,1,0.0008389126742258668,0.003005670616403222,216,1,0.0009332473855465651,0.00421702628955245,313
56,1.12,34,79,1,0.006825161166489124,0.010324211791157722,156,1,0.006286528427153826,0.006286528427153826,189,1,0.0010788585059344769,0.004563862457871437,270,1,0.0005914404755458236,0.0055162012577056885,300
57,1.14,34,79,1,0.006825161166489124,0.010324211791157722,156,1,0.006286528427153826,0.006286528427153826,189,1,0.0010788585059344769,0.004563862457871437,270,1,0.0005914404755458236,0.0055162012577056885,300
58,1.16,35,80,1,0.010577644221484661,0.0110641373321414,149,1,0.004806460812687874,0.004806460812687874,206,1,0.0004724391328636557,0.001784217543900013,276,1,0.0007815668359398842,0.0067705633118748665,304
59,1.18,35,80,1,0.010577644221484661,0.0110641373321414,149,1,0.004806460812687874,0.004806460812687874,206,1,0.0004724391328636557,0.001784217543900013,276,1,0.0007815668359398842,0.0067705633118748665,304
