eval_frame,eval_time_s,ref_frame_30hz,raw_frame,person1_left_contact,person1_left_min_dist_m,person1_left_tip_min_dist_m,person1_left_n_vertices_lt_thresh,person1_right_contact,person1_right_min_dist_m,person1_right_tip_min_dist_m,person1_right_n_vertices_lt_thresh,person2_left_contact,person2_left_min_dist_m,person2_left_tip_min_dist_m,person2_left_n_vertices_lt_thresh,person2_right_contact,person2_right_min_dist_m,person2_right_tip_min_dist_m,person2_right_n_vertices_lt_thresh
0,0.0,0,38,0,0.5360892415046692,0.9924193024635315,0,0,0.20184989273548126,0.2049630880355835,0,0,0.1578884720802307,0.15965968370437622,0,0,0.1584637612104416,0.1584637612104416,0
1,0.02,1,39,0,0.5350121855735779,0.9932055473327637,0,0,0.20067407190799713,0.20378488302230835,0,0,0.16005480289459229,0.16175684332847595,0,0,0.16169612109661102,0.16169612109661102,0
2,0.04,1,39,0,0.5350121855735779,0.9932055473327637,0,0,0.20067407190799713,0.20378488302230835,0,0,0.16005480289459229,0.16175684332847595,0,0,0.16169612109661102,0.16169612109661102,0
3,0.06,2,40,0,0.5347974896430969,0.9957901239395142,0,0,0.20107430219650269,0.20417241752147675,0,0,0.15786007046699524,0.15928734838962555,0,0,0.1597711443901062,0.1597711443901062,0
4,0.08,2,40,0,0.5347974896430969,0.9957901239395142,0,0,0.20107430219650269,0.20417241752147675,0,0,0.15786007046699524,0.15928734838962555,0,0,0.1597711443901062,0.1597711443901062,0
5,0.1,3,41,0,0.5342779755592346,0.9955421090126038,0,0,0.20143218338489532,0.20457907021045685,0,0,0.1575118601322174,0.15863581001758575,0,0,0.15839165449142456,0.15839165449142456,0
6,0.12,4,42,0,0.5343667268753052,0.9954172968864441,0,0,0.2022315114736557,0.20539183914661407,0,0,0.15737679600715637,0.15876217186450958,0,0,0.15807488560676575,0.15807488560676575,0
7,0.14,4,42,0,0.5343667268753052,0.9954172968864441,0,0,0.2022315114736557,0.20539183914661407,0,0,0.15737679600715637,0.15876217186450958,0,0,0.15807488560676575,0.15807488560676575,0
8,0.16,5,43,0,0.5346413850784302,0.9937546849250793,0,0,0.20180416107177734,0.20496730506420135,0,0,0.15700438618659973,0.1584160327911377,0,0,0.1574064940214157,0.1574064940214157,0
9,0.18,5,43,0,0.5346413850784302,0.9937546849250793,0,0,0.20180416107177734,0.20496730506420135,0,0,0.15700438618659973,0.1584160327911377,0,0,0.1574064940214157,0.1574064940214157,0
10,0.2,6,44,0,0.536199152469635,0.9908206462860107,0,0,0.20292142033576965,0.2060984969139099,0,0,0.1554105430841446,0.1568813920021057,0,0,0.15776745975017548,0.15776745975017548,0
11,0.22,7,45,0,0.5389402508735657,0.9845171570777893,0,0,0.20373153686523438,0.20678400993347168,0,0,0.1556122750043869,0.15722565352916718,0,0,0.15871137380599976,0.15871137380599976,0
12,0.24,7,45,0,0.5389402508735657,0.9845171570777893,0,0,0.20373153686523438,0.20678400993347168,0,0,0.1556122750043869,0.15722565352916718,0,0,0.15871137380599976,0.15871137380599976,0
13,0.26,8,46,0,0.5427750945091248,0.9664359092712402,0,0,0.20798927545547485,0.21097497642040253,0,0,0.15419863164424896,0.15599313378334045,0,0,0.1586439460515976,0.1586439460515976,0
14,0.28,8,46,0,0.5427750945091248,0.9664359092712402,0,0,0.20798927545547485,0.21097497642040253,0,0,0.15419863164424896,0.15599313378334045,0,0,0.1586439460515976,0.1586439460515976,0
15,0.3,9,47,0,0.5432432889938354,0.9227094650268555,0,0,0.21052245795726776,0.21389521658420563,0,0,0.153925821185112,0.15603496134281158,0,0,0.1546442061662674,0.1546442061662674,0
16,0.32,10,48,0,0.5425311326980591,0.851548433303833,0,0,0.20792031288146973,0.21103551983833313,0,0,0.15190476179122925,0.153760626912117,0,0,0.15202729403972626,0.15202729403972626,0
17,0.34,10,48,0,0.5425311326980591,0.851548433303833,0,0,0.20792031288146973,0.21103551983833313,0,0,0.15190476179122925,0.153760626912117,0,0,0.15202729403972626,0.15202729403972626,0
18,0.36,11,49,0,0.5249398350715637,0.7381001114845276,0,0,0.1932593435049057,0.19632817804813385,0,0,0.1500699818134308,0.15208198130130768,0,0,0.14900818467140198,0.14900818467140198,0
19,0.38,11,49,0,0.5249398350715637,0.7381001114845276,0,0,0.1932593435049057,0.19632817804813385,0,0,0.1500699818134308,0.15208198130130768,0,0,0.14900818467140198,0.14900818467140198,0
20,0.4,12,50,0,0.49055248498916626,0.5590848922729492,0,0,0.19401659071445465,0.19706939160823822,0,0,0.1423766165971756,0.14591744542121887,0,0,0.1463089883327484,0.1463089883327484,0
21,0.42,13,51,0,0.3880968391895294,0.3939984440803528,0,0,0.188595712184906,0.19075970351696014,0,0,0.1317734271287918,0.13492469489574432,0,0,0.14360859990119934,0.14396481215953827,0
22,0.44,13,51,0,0.3880968391895294,0.3939984440803528,0,0,0.188595712184906,0.19075970351696014,0,0,0.1317734271287918,0.13492469489574432,0,0,0.14360859990119934,0.14396481215953827,0
23,0.46,14,52,0,0.26584112644195557,0.2700454592704773,0,0,0.17037269473075867,0.17261658608913422,0,0,0.12152734398841858,0.12417276948690414,0,0,0.1382778435945511,0.14166536927223206,0
24,0.48,14,52,0,0.26584112644195557,0.2700454592704773,0,0,0.17037269473075867,0.17261658608913422,0,0,0.12152734398841858,0.12417276948690414,0,0,0.1382778435945511,0.14166536927223206,0
25,0.5,15,53,0,0.1761816442012787,0.1761816442012787,0,0,0.1540507674217224,0.15570415556430817,0,0,0.11184348911046982,0.11434701830148697,0,0,0.12278317660093307,0.12571358680725098,0
26,0.52,16,54,0,0.147160604596138,0.147160604596138,0,0,0.13766849040985107,0.13876186311244965,0,0,0.10221537947654724,0.10438571125268936,0,0,0.10915080457925797,0.11183352768421173,0
27,0.54,16,54,0,0.147160604596138,0.147160604596138,0,0,0.13766849040985107,0.13876186311244965,0,0,0.10221537947654724,0.10438571125268936,0,0,0.10915080457925797,0.11183352768421173,0
28,0.56,17,55,0,0.13972899317741394,0.13990585505962372,0,0,0.12082597613334656,0.12123968452215195,0,0,0.09053527563810349,0.09302045404911041,0,0,0.09664209932088852,0.09961345791816711,0
29,0.58,17,55,0,0.13972899317741394,0.13990585505962372,0,0,0.12082597613334656,0.12123968452215195,0,0,0.09053527563810349,0.09302045404911041,0,0,0.09664209932088852,0.09961345791816711,0
30,0.6,18,56,0,0.13550965487957,0.13725751638412476,0,0,0.10335411876440048,0.10335411876440048,0,0,0.07718118280172348,0.08026941865682602,0,0,0.08185675740242004,0.08620790392160416,0
