case_id	object_group	task	role	frame	raw_frame	hand	raw_active	raw_local_x	raw_local_y	raw_local_z	contact_pos_local_x	contact_pos_local_y	contact_pos_local_z	wrist_local_x	wrist_local_y	wrist_local_z	wrist5_local_x	wrist5_local_y	wrist5_local_z	sphere_center_local_x	sphere_center_local_y	sphere_center_local_z	contact_site_local_x	contact_site_local_y	contact_site_local_z	handbox_center_local_x	handbox_center_local_y	handbox_center_local_z	threebox_best_center_local_x	threebox_best_center_local_y	threebox_best_center_local_z	wrist5_to_raw_m	wrist5_vs_contact_pos_m	sphere_surface_gap_m	threebox_surface_gap_m	handbox_surface_gap_m	raw_face	wrist5_face	raw_support	wrist5_support	raw_inside	wrist5_inside	threebox_best_name	best_proxy_by_distance
box023_p2	box023	box023_person2	known_guard	0	42	left	False	nan	nan	nan	-0.05149920532679035	0.47327246752535584	0.37998461445519494	-0.03718891251535657	0.5488040778381371	0.40212488010873215	-0.04613284552250266	0.5015968213926488	0.3882872140752714	-0.05507677852964885	0.4543895649471606	0.3744495480418105	-0.05149920532679035	0.47327246752535584	0.37998461445519494	-0.048225546052649976	0.4496338247646321	0.35945391818601247	-0.05457378738203288	0.40631998748330933	0.35744770336682796	nan	0.030000000000000054	nan	nan	nan		+y	False	True	False	False	lh3	NA
box023_p2	box023	box023_person2	known_guard	0	42	right	False	nan	nan	nan	0.2840213634443645	0.44958386129431677	0.34611474441694084	0.2744034585100476	0.5259603272368694	0.3678893019279572	0.2804146490939957	0.478225036022774	0.35428020348357203	0.2864258396779438	0.4304897448086785	0.34067110503918685	0.2840213634443645	0.44958386129431677	0.34611474441694084	0.2840557359721949	0.42717751060041276	0.3240029413467044	0.28445207122689303	0.38345358689607095	0.3210827389275917	nan	0.030000000000000047	nan	nan	nan		+y	False	True	False	False	rh3	NA
box023_p2	box023	box023_person2	known_guard	1	43	left	False	nan	nan	nan	-0.06569323059957946	0.4672324513099806	0.4188426259465619	-0.04631864610999813	0.5444430157893237	0.42678958817355617	-0.05842776141598645	0.49618641298973426	0.4218227367816848	-0.07053687672197477	0.4479298101901448	0.4168558853898135	-0.06569323059957946	0.4672324513099806	0.4188426259465619	-0.06627455492607431	0.44071908231681917	0.40188045944078826	-0.07384660531384205	0.39791961998328756	0.40747363767819667	nan	0.03000000000000001	nan	nan	nan		+y	False	True	False	False	lh3	NA
box023_p2	box023	box023_person2	known_guard	1	43	right	False	nan	nan	nan	0.2880165329317505	0.4475011103608262	0.3402626093439309	0.27758960500757585	0.5241905400300575	0.36051132661372587	0.28410643496018506	0.4762596464867879	0.347855878320104	0.2906232649127942	0.4283287529435183	0.3352004300264822	0.2880165329317505	0.4475011103608262	0.3402626093439309	0.2885730767841695	0.42471134070288136	0.31855329738376137	0.28926086600203926	0.3809459820792939	0.3164116862037465	nan	0.030000000000000002	nan	nan	nan		+y	False	True	False	False	rh3	NA
box023_p2	box023	box023_person2	known_guard	2	44	left	False	nan	nan	nan	-0.07298126981400296	0.4680958837302736	0.4400539233351172	-0.05236728558507215	0.5453931000686457	0.4405055875337044	-0.06525102572815389	0.49708233985716316	0.4402232974095874	-0.07813476587123572	0.4487715796456806	0.4399410072854705	-0.07298126981400296	0.4680958837302736	0.4400539233351172	-0.07547709108067945	0.44047527610579823	0.42515812941303044	-0.08272948322062915	0.3982803651412765	0.4345072396837558	nan	0.029999999999999995	nan	nan	nan		+y	False	True	False	False	lh3	NA
box023_p2	box023	box023_person2	known_guard	2	44	right	False	nan	nan	nan	0.2914884026115633	0.4489148799054981	0.3446210537876612	0.27944972814570135	0.5257154826469741	0.3635085558896066	0.28697389968686515	0.47771510593355165	0.3517038670758907	0.2944980712280287	0.42971472922012904	0.339899178262175	0.2914884026115633	0.4489148799054981	0.3446210537876612	0.29297677417810725	0.42584752131411696	0.32325146592073356	0.2943161044403949	0.38207124959992106	0.32173146685520265	nan	0.03000000000000001	nan	nan	nan		+y	False	True	False	False	rh3	NA
box023_p2	box023	box023_person2	known_guard	3	45	left	False	nan	nan	nan	-0.07750169647426228	0.46969550726999987	0.45481342420536297	-0.05468355126179856	0.5462863126549266	0.45118288987124533	-0.06894489201958831	0.4984170592893474	0.45345197383006886	-0.08320623277737821	0.4505478059237682	0.45572105778889244	-0.07750169647426228	0.46969550726999987	0.45481342420536297	-0.08191344874791483	0.4417231069004991	0.44106231423729236	-0.08965771877558765	0.4000825581920208	0.45230973842708067	nan	0.030000000000000023	nan	nan	nan		+y	False	True	False	False	lh3	NA
box023_p2	box023	box023_person2	known_guard	3	45	right	False	nan	nan	nan	0.2941787391858898	0.4487343997561609	0.3501852696779953	0.2820011879364601	0.5260675769272222	0.3666560606182252	0.2896121574673536	0.4777343411953089	0.3563618162805816	0.2972231269982472	0.4294011054633956	0.3460675719429378	0.2941787391858898	0.4487343997561609	0.3501852696779953	0.2957560301133322	0.42501990036611836	0.32954278339567755	0.29714674789257245	0.38121915389674743	0.32937944114702844	nan	0.030000000000000027	nan	nan	nan		+y	False	True	False	False	rh3	NA
box023_p2	box023	box023_person2	known_guard	4	46	left	False	nan	nan	nan	-0.08072328063803517	0.4733424400327002	0.44328386058119246	-0.056258079071351406	0.5494647306669287	0.44066646093658474	-0.07154883005052878	0.5018882990205359	0.44230233571446465	-0.08683958102970613	0.45431186737414314	0.44393821049234444	-0.08072328063803517	0.4733424400327002	0.44328386058119246	-0.08643639934374946	0.4458763356166455	0.4290015236305916	-0.09465524622504841	0.404123000604702	0.43946685388012857	nan	0.03000000000000001	nan	nan	nan		+y	False	True	False	False	lh3	NA
box023_p2	box023	box023_person2	known_guard	4	46	right	False	nan	nan	nan	0.2919743670830667	0.4486066551593176	0.35658746387445767	0.28008623166303187	0.5265700404598426	0.3700181298563374	0.2875163163005536	0.4778429246470145	0.3616239636176625	0.2949464009380753	0.42911580883418643	0.35322979737898774	0.2919743670830667	0.4486066551593176	0.35658746387445767	0.29366679117899314	0.4241328688707338	0.33686065335460796	0.2947744551872714	0.3803486931972016	0.33833889857778254	nan	0.030000000000000103	nan	nan	nan		+y	False	True	False	False	rh3	NA
box023_p2	box023	box023_person2	known_guard	5	47	left	False	nan	nan	nan	-0.07573665315432354	0.470855255036766	0.4329559903026374	-0.0524730021109173	0.5473892774299606	0.4317958366711673	-0.06701278401304622	0.499555513434214	0.4325209326908361	-0.08155256591517512	0.4517217494384674	0.4332460287105049	-0.07573665315432354	0.470855255036766	0.4329559903026374	-0.08181400022531676	0.44381992120678454	0.4180171702960288	-0.0889109205970795	0.40160543156870626	0.4273971570627114	nan	0.03000000000000002	nan	nan	nan		+y	False	True	False	False	lh3	NA
box023_p2	box023	box023_person2	known_guard	5	47	right	False	nan	nan	nan	0.2880233005159401	0.4496494041527202	0.3619654453745827	0.2764354500986927	0.5282691091305336	0.37116673397504896	0.2836778566094722	0.4791317935194003	0.3654159285997576	0.29092026312025177	0.4299944779082667	0.35966512322446614	0.2880233005159401	0.4496494041527202	0.3619654453745827	0.28912120005506897	0.4240574193675178	0.34366728974999183	0.2903547113270455	0.38043589522774246	0.3476806735555481	nan	0.030000000000000044	nan	nan	nan		+y	False	True	False	False	rh3	NA
