eval_frame,eval_time_s,ref_frame_30hz,raw_frame,person1_left_contact,person1_left_min_dist_m,person1_left_tip_min_dist_m,person1_left_n_vertices_lt_thresh,person1_right_contact,person1_right_min_dist_m,person1_right_tip_min_dist_m,person1_right_n_vertices_lt_thresh,person2_left_contact,person2_left_min_dist_m,person2_left_tip_min_dist_m,person2_left_n_vertices_lt_thresh,person2_right_contact,person2_right_min_dist_m,person2_right_tip_min_dist_m,person2_right_n_vertices_lt_thresh
0,0.0,0,0,0,0.5024921298027039,0.5055310130119324,0,0,0.3547174632549286,0.3602575361728668,0,0,0.18628913164138794,0.18750083446502686,0,0,0.5058829188346863,0.610399067401886,0
1,0.02,1,1,0,0.5031493306159973,0.5063691735267639,0,0,0.353840172290802,0.35923677682876587,0,0,0.1815873086452484,0.18278154730796814,0,0,0.5025873780250549,0.6157400012016296,0
2,0.04,1,1,0,0.5031493306159973,0.5063691735267639,0,0,0.353840172290802,0.35923677682876587,0,0,0.1815873086452484,0.18278154730796814,0,0,0.5025873780250549,0.6157400012016296,0
3,0.06,2,2,0,0.5023874640464783,0.5057275295257568,0,0,0.3513200581073761,0.35697677731513977,0,0,0.17901812493801117,0.18024198710918427,0,0,0.49934110045433044,0.6245467066764832,0
4,0.08,2,2,0,0.5023874640464783,0.5057275295257568,0,0,0.3513200581073761,0.35697677731513977,0,0,0.17901812493801117,0.18024198710918427,0,0,0.49934110045433044,0.6245467066764832,0
5,0.1,3,3,0,0.5052604675292969,0.5087556838989258,0,0,0.35283154249191284,0.35817620158195496,0,0,0.178946852684021,0.18014489114284515,0,0,0.49905189871788025,0.6414711475372314,0
6,0.12,4,4,0,0.5073439478874207,0.5109756588935852,0,0,0.35146287083625793,0.356688529253006,0,0,0.18103927373886108,0.18222573399543762,0,0,0.5007636547088623,0.6602113246917725,0
7,0.14,4,4,0,0.5073439478874207,0.5109756588935852,0,0,0.35146287083625793,0.356688529253006,0,0,0.18103927373886108,0.18222573399543762,0,0,0.5007636547088623,0.6602113246917725,0
8,0.16,5,5,0,0.5068031549453735,0.5105483531951904,0,0,0.35119855403900146,0.3563542068004608,0,0,0.18180488049983978,0.18300877511501312,0,0,0.500648558139801,0.6768654584884644,0
9,0.18,5,5,0,0.5068031549453735,0.5105483531951904,0,0,0.35119855403900146,0.3563542068004608,0,0,0.18180488049983978,0.18300877511501312,0,0,0.500648558139801,0.6768654584884644,0
10,0.2,6,6,0,0.5095494985580444,0.5134080648422241,0,0,0.3488994240760803,0.3540099263191223,0,0,0.18194711208343506,0.1832018345594406,0,0,0.4990297555923462,0.6881952881813049,0
11,0.22,7,7,0,0.5090909600257874,0.5131117105484009,0,0,0.34752121567726135,0.3528500497341156,0,0,0.18239662051200867,0.18363699316978455,0,0,0.4987008571624756,0.6986319422721863,0
12,0.24,7,7,0,0.5090909600257874,0.5131117105484009,0,0,0.34752121567726135,0.3528500497341156,0,0,0.18239662051200867,0.18363699316978455,0,0,0.4987008571624756,0.6986319422721863,0
13,0.26,8,8,0,0.512811541557312,0.5170484185218811,0,0,0.34425580501556396,0.3496150076389313,0,0,0.18084928393363953,0.1821049153804779,0,0,0.4969711899757385,0.7053633332252502,0
14,0.28,8,8,0,0.512811541557312,0.5170484185218811,0,0,0.34425580501556396,0.3496150076389313,0,0,0.18084928393363953,0.1821049153804779,0,0,0.4969711899757385,0.7053633332252502,0
15,0.3,9,9,0,0.5131434798240662,0.5174748301506042,0,0,0.3415340483188629,0.34656018018722534,0,0,0.18294405937194824,0.18419593572616577,0,0,0.4978817105293274,0.7091760635375977,0
16,0.32,10,10,0,0.5127411484718323,0.5170032382011414,0,0,0.3413410484790802,0.3459636867046356,0,0,0.18309658765792847,0.18477590382099152,0,0,0.5004632472991943,0.7086724638938904,0
17,0.34,10,10,0,0.5127411484718323,0.5170032382011414,0,0,0.3413410484790802,0.3459636867046356,0,0,0.18309658765792847,0.18477590382099152,0,0,0.5004632472991943,0.7086724638938904,0
18,0.36,11,11,0,0.509661853313446,0.5136203765869141,0,0,0.3419128954410553,0.3461848199367523,0,0,0.18842634558677673,0.1904795616865158,0,0,0.5043832063674927,0.6984720230102539,0
19,0.38,11,11,0,0.509661853313446,0.5136203765869141,0,0,0.3419128954410553,0.3461848199367523,0,0,0.18842634558677673,0.1904795616865158,0,0,0.5043832063674927,0.6984720230102539,0
