eval_frame,eval_time_s,ref_frame_30hz,raw_frame,person1_left_contact,person1_left_min_dist_m,person1_left_tip_min_dist_m,person1_left_n_vertices_lt_thresh,person1_right_contact,person1_right_min_dist_m,person1_right_tip_min_dist_m,person1_right_n_vertices_lt_thresh,person2_left_contact,person2_left_min_dist_m,person2_left_tip_min_dist_m,person2_left_n_vertices_lt_thresh,person2_right_contact,person2_right_min_dist_m,person2_right_tip_min_dist_m,person2_right_n_vertices_lt_thresh
0,0.0,0,48,0,0.4061721861362457,0.4162181317806244,0,0,0.3561268448829651,0.3580542504787445,0,0,0.4685322940349579,0.47244322299957275,0,0,0.31343719363212585,0.3164493143558502,0
1,0.02,1,49,0,0.4059348702430725,0.41620513796806335,0,0,0.356783002614975,0.3587208390235901,0,0,0.4001251757144928,0.4031374454498291,0,0,0.3176220953464508,0.32067224383354187,0
2,0.04,1,49,0,0.4059348702430725,0.41620513796806335,0,0,0.356783002614975,0.3587208390235901,0,0,0.4001251757144928,0.4031374454498291,0,0,0.3176220953464508,0.32067224383354187,0
3,0.06,2,50,0,0.40669864416122437,0.41690224409103394,0,0,0.35624441504478455,0.35811173915863037,0,0,0.3719404935836792,0.3743594288825989,0,0,0.31337854266166687,0.3163943886756897,0
4,0.08,2,50,0,0.40669864416122437,0.41690224409103394,0,0,0.35624441504478455,0.35811173915863037,0,0,0.3719404935836792,0.3743594288825989,0,0,0.31337854266166687,0.3163943886756897,0
5,0.1,3,51,0,0.40639007091522217,0.4168466031551361,0,0,0.3549058735370636,0.356717050075531,0,0,0.35917437076568604,0.36181363463401794,0,0,0.3120741844177246,0.31504490971565247,0
6,0.12,4,52,0,0.4061783254146576,0.4162577688694,0,0,0.3550187051296234,0.3567639887332916,0,0,0.3573188781738281,0.35998818278312683,0,0,0.30985450744628906,0.3128352761268616,0
7,0.14,4,52,0,0.4061783254146576,0.4162577688694,0,0,0.3550187051296234,0.3567639887332916,0,0,0.3573188781738281,0.35998818278312683,0,0,0.30985450744628906,0.3128352761268616,0
8,0.16,5,53,0,0.40573686361312866,0.4155963063240051,0,0,0.35320964455604553,0.3548841178417206,0,0,0.3510373830795288,0.3538258671760559,0,0,0.2985941767692566,0.3016514480113983,0
9,0.18,5,53,0,0.40573686361312866,0.4155963063240051,0,0,0.35320964455604553,0.3548841178417206,0,0,0.3510373830795288,0.3538258671760559,0,0,0.2985941767692566,0.3016514480113983,0
10,0.2,6,54,0,0.4068150818347931,0.41519153118133545,0,0,0.3537820279598236,0.3550151586532593,0,0,0.3429560661315918,0.3461408317089081,0,0,0.285026878118515,0.28811219334602356,0
11,0.22,7,55,0,0.40549740195274353,0.4122947156429291,0,0,0.35132065415382385,0.3524436950683594,0,0,0.3255322575569153,0.3289770781993866,0,0,0.2605673372745514,0.26368001103401184,0
12,0.24,7,55,0,0.40549740195274353,0.4122947156429291,0,0,0.35132065415382385,0.3524436950683594,0,0,0.3255322575569153,0.3289770781993866,0,0,0.2605673372745514,0.26368001103401184,0
13,0.26,8,56,0,0.40341827273368835,0.4086930751800537,0,0,0.34753283858299255,0.34857651591300964,0,0,0.30166298151016235,0.30501869320869446,0,0,0.23560801148414612,0.23864956200122833,0
14,0.28,8,56,0,0.40341827273368835,0.4086930751800537,0,0,0.34753283858299255,0.34857651591300964,0,0,0.30166298151016235,0.30501869320869446,0,0,0.23560801148414612,0.23864956200122833,0
15,0.3,9,57,0,0.3958199918270111,0.4002396762371063,0,0,0.33994874358177185,0.3408678472042084,0,0,0.26648032665252686,0.2698376774787903,0,0,0.19513852894306183,0.19809381663799286,0
16,0.32,10,58,0,0.3745844066143036,0.3781602084636688,0,0,0.32452255487442017,0.3253674805164337,0,0,0.21720314025878906,0.22045104205608368,0,0,0.14574255049228668,0.1486966460943222,0
17,0.34,10,58,0,0.3745844066143036,0.3781602084636688,0,0,0.32452255487442017,0.3253674805164337,0,0,0.21720314025878906,0.22045104205608368,0,0,0.14574255049228668,0.1486966460943222,0
18,0.36,11,59,0,0.32886284589767456,0.33243706822395325,0,0,0.287317156791687,0.2881750762462616,0,0,0.14477425813674927,0.14779654145240784,0,0,0.07523304224014282,0.07776805758476257,0
19,0.38,11,59,0,0.32886284589767456,0.33243706822395325,0,0,0.287317156791687,0.2881750762462616,0,0,0.14477425813674927,0.14779654145240784,0,0,0.07523304224014282,0.07776805758476257,0
20,0.4,12,60,0,0.2815715968608856,0.28460946679115295,0,0,0.2505300045013428,0.25136831402778625,0,0,0.09667637199163437,0.09834548085927963,0,1,0.02849629521369934,0.03060970827937126,2
21,0.42,13,61,0,0.21843822300434113,0.22142988443374634,0,0,0.1980408877134323,0.199026420712471,0,0,0.04639030247926712,0.046961065381765366,0,1,0.0014672341058030725,0.017379939556121826,215
22,0.44,13,61,0,0.21843822300434113,0.22142988443374634,0,0,0.1980408877134323,0.199026420712471,0,0,0.04639030247926712,0.046961065381765366,0,1,0.0014672341058030725,0.017379939556121826,215
23,0.46,14,62,0,0.1491699367761612,0.15187302231788635,0,0,0.14563892781734467,0.147342711687088,0,0,0.035704679787158966,0.035704679787158966,0,1,0.00017247392679564655,0.00455883564427495,416
24,0.48,14,62,0,0.1491699367761612,0.15187302231788635,0,0,0.14563892781734467,0.147342711687088,0,0,0.035704679787158966,0.035704679787158966,0,1,0.00017247392679564655,0.00455883564427495,416
25,0.5,15,63,0,0.09021478146314621,0.09275773167610168,0,0,0.1051807776093483,0.10792979598045349,0,1,0.027097122743725777,0.03149677813053131,6,1,0.0008076318190433085,0.00551262591034174,468
26,0.52,16,64,1,0.02794956974685192,0.0306994691491127,4,0,0.06590211391448975,0.06681792438030243,0,1,0.01365869864821434,0.022310106083750725,66,1,0.0009633783483877778,0.004014899954199791,512
27,0.54,16,64,1,0.02794956974685192,0.0306994691491127,4,0,0.06590211391448975,0.06681792438030243,0,1,0.01365869864821434,0.022310106083750725,66,1,0.0009633783483877778,0.004014899954199791,512
28,0.56,17,65,1,0.001492852927185595,0.01092725619673729,374,1,0.0165119431912899,0.01888360269367695,47,1,0.000876404345035553,0.0072633810341358185,141,1,0.0005368053098209202,0.0043843938037753105,520
29,0.58,17,65,1,0.001492852927185595,0.01092725619673729,374,1,0.0165119431912899,0.01888360269367695,47,1,0.000876404345035553,0.0072633810341358185,141,1,0.0005368053098209202,0.0043843938037753105,520
30,0.6,18,66,1,0.0009446912445127964,0.002718344097957015,469,1,0.001240299898199737,0.0023085782304406166,111,1,0.000981678836978972,0.0037025196943432093,187,1,0.0008359145140275359,0.001941199298016727,538
31,0.62,19,67,1,0.0008025018614716828,0.004403623286634684,561,1,0.0013189688324928284,0.004680031910538673,180,1,0.000804654904641211,0.007327365223318338,382,1,0.000683080346789211,0.0023373470176011324,575
32,0.64,19,67,1,0.0008025018614716828,0.004403623286634684,561,1,0.0013189688324928284,0.004680031910538673,180,1,0.000804654904641211,0.007327365223318338,382,1,0.000683080346789211,0.0023373470176011324,575
33,0.66,20,68,1,0.0007069134153425694,0.005398184061050415,582,1,0.0012153304414823651,0.0030442983843386173,192,1,0.0016709408955648541,0.008160657249391079,357,1,0.0012974097626283765,0.003322307486087084,575
34,0.68,20,68,1,0.0007069134153425694,0.005398184061050415,582,1,0.0012153304414823651,0.0030442983843386173,192,1,0.0016709408955648541,0.008160657249391079,357,1,0.0012974097626283765,0.003322307486087084,575
35,0.7,21,69,1,0.0010822294279932976,0.004204573575407267,575,1,0.001750110532157123,0.003200144274160266,310,1,0.0005588539061136544,0.011113593354821205,269,1,0.0009511980460956693,0.0016732746735215187,541
36,0.72,22,70,1,0.0009656021720729768,0.005873447749763727,549,1,0.0019011222757399082,0.0052268062718212605,318,1,0.000987095758318901,0.011260449886322021,236,1,0.000920281745493412,0.001891592750325799,532
37,0.74,22,70,1,0.0009656021720729768,0.005873447749763727,549,1,0.0019011222757399082,0.0052268062718212605,318,1,0.000987095758318901,0.011260449886322021,236,1,0.000920281745493412,0.001891592750325799,532
