variant,kind,frame,eval_time_s,leg_box_sdf_min_m,leg_box_sdf_arg,hand_box_sdf_min_m,hand_box_sdf_arg,leg_object_contact_count,hand_object_contact_count,object_floor_contact_count,leg_object_contact_min_dist_m,hand_object_contact_min_dist_m,object_bottom_proxy_m,object_z_m
E081_box025_p2_legobj,sim,0,0.0,0.02893563806011851,lf3,0.02272465778472786,lh,0,0,4,,,-0.13261758012771607,0.33658241987228393
E081_box025_p2_legobj,sim,1,0.02,0.028773810266509773,lf3,0.023770798734873963,lh,0,0,4,,,-0.12168352527618409,0.3475164747238159
E081_box025_p2_legobj,sim,2,0.04,0.028612588293293776,lf3,0.024867328137971753,lh,0,0,4,,,-0.11344275100231171,0.3557572489976883
E081_box025_p2_legobj,sim,3,0.06,0.02849471071344462,lf3,0.025954118073261964,lh,0,0,4,,,-0.10739549843668939,0.3618045015633106
E081_box025_p2_legobj,sim,4,0.08,0.028434677960005043,lf3,0.027103154505959,lh,0,0,4,,,-0.1030050538301468,0.3661949461698532
E081_box025_p2_legobj,sim,5,0.1,0.028400545697565397,lf3,0.02830609808106764,lh,0,0,4,,,-0.09983142687082291,0.3693685731291771
E081_box025_p2_legobj,sim,6,0.12,0.028369884888638067,lf3,0.02950719157901703,lh,0,0,4,,,-0.09754152445197106,0.37165847554802894
E081_box025_p2_legobj,sim,7,0.14,0.02834099081963754,lf3,0.030719557508574455,lh,0,0,4,,,-0.09589045716524125,0.37330954283475876
E081_box025_p2_legobj,sim,8,0.16,0.02831053024790015,lf3,0.03195085775103311,lh,0,0,4,,,-0.0947003759264946,0.3744996240735054
E081_box025_p2_legobj,sim,9,0.18,0.028302059167277186,lf3,0.03326682533627044,lh,0,0,4,,,-0.09384264273643494,0.37535735726356506
E081_box025_p2_legobj,sim,10,0.2,0.02831424114606901,lf3,0.0347083852175729,lh,0,0,4,,,-0.09322448296546937,0.37597551703453064
E081_box025_p2_legobj,sim,11,0.22,0.028362055312678495,lf3,0.03623931733637818,lh,0,0,4,,,-0.0927789829492569,0.3764210170507431
E081_box025_p2_legobj,sim,12,0.24,0.02849583278420115,lf3,0.03745923768635716,lh,0,0,4,,,-0.09245525522232056,0.37674474477767944
E081_box025_p2_legobj,sim,13,0.26,0.028723983107499965,lf3,0.03851256642120514,lh,0,0,4,,,-0.09222376568317414,0.37697623431682586
E081_box025_p2_legobj,sim,14,0.28,0.029039238555759576,lf3,0.03922297569224108,lh,0,0,4,,,-0.09206313116550446,0.37713686883449554
E081_box025_p2_legobj,sim,15,0.3,0.029409327614104145,lf3,0.03971146604879537,lh,0,0,4,,,-0.09195567144155503,0.377244328558445
E081_box025_p2_legobj,sim,16,0.32,0.02982092922411889,lf3,0.040335040337976066,lh,0,0,4,,,-0.09188679082393647,0.37731320917606354
E081_box025_p2_legobj,sim,17,0.34,0.030208586886509684,lf3,0.041111439364299715,lh,0,0,4,,,-0.09184465779066087,0.37735534220933914
E081_box025_p2_legobj,sim,18,0.36,0.03051036918016276,lf3,0.04200254623925724,lh,0,0,4,,,-0.09182039124965669,0.3773796087503433
E081_box025_p2_legobj,sim,19,0.38,0.030738444154707004,lf3,0.04303910355784689,lh,0,0,4,,,-0.09180733783245087,0.37739266216754913
E081_box025_p2_legobj,sim,20,0.4,0.030831135982998973,lf3,0.0439975621921118,lh,0,0,4,,,-0.09180067701339722,0.3773993229866028
E081_box025_p2_legobj,sim,21,0.42,0.03087951602735123,lf3,0.044817850937062795,lh,0,0,4,,,-0.09179727209806443,0.3774027279019356
E081_box025_p2_legobj,sim,22,0.44,0.030992760649873722,lf3,0.045167687235066686,lh,0,0,4,,,-0.09179574472904206,0.37740425527095794
E081_box025_p2_legobj,sim,23,0.46,0.03119524337060037,lf3,0.045177355232890556,lh,0,0,4,,,-0.09179502202272416,0.37740497797727585
E081_box025_p2_legobj,sim,24,0.48,0.03142192282764684,lf3,0.04448438726881697,lh,0,0,4,,,-0.09179427696466447,0.37740572303533554
E081_box025_p2_legobj,sim,25,0.5,0.03160485879203407,lf3,0.043644483066288306,lh,0,0,4,,,-0.09179374797344209,0.3774062520265579
E081_box025_p2_legobj,sim,26,0.52,0.031821202869437855,lf3,0.04158377761524899,rh,0,0,4,,,-0.09179340524673463,0.3774065947532654
E081_box025_p2_legobj,sim,27,0.54,0.03206902289584785,lf3,0.03561774903221214,rh,0,0,4,,,-0.09179319663047791,0.3774068033695221
E081_box025_p2_legobj,sim,28,0.56,0.032413036018303094,lf3,0.028943300035973882,rh,0,0,4,,,-0.09179304761886597,0.37740695238113403
E081_box025_p2_legobj,sim,29,0.58,0.032768411447469954,lf3,0.022022652503787862,rh,0,0,4,,,-0.09179295076131821,0.3774070492386818
E081_box025_p2_legobj,sim,30,0.6,0.033143248690329204,lf3,0.015038140193959201,rh,0,0,4,,,-0.09179284645318986,0.37740715354681015
E081_box025_p2_legobj,sim,31,0.62,0.03332198772230872,lf3,0.007818766468586022,rh,0,0,4,,,-0.09179272724390031,0.3774072727560997
E081_box025_p2_legobj,sim,32,0.64,0.033392217956633004,lf3,9.278345779172026e-05,rh,0,0,4,,,-0.09179261548519135,0.37740738451480865
E081_box025_p2_legobj,sim,33,0.66,0.03336036106145008,lf3,-0.007292461133306297,rh,0,1,4,,-0.007292461133306297,-0.091792511177063,0.377407488822937
E081_box025_p2_legobj,sim,34,0.68,0.0336509338838576,lf3,-0.00901009810311694,rh,0,1,2,,-0.00901009810311694,-0.09150067938566209,0.3776993206143379
E081_box025_p2_legobj,sim,35,0.7,0.03421762187407824,lf3,-0.009153326373352658,rh,0,1,3,,-0.009153326373352658,-0.09247604234218598,0.376723957657814
E081_box025_p2_legobj,sim,36,0.72,0.0351056031833264,lf3,-0.008037693678818028,rh,0,1,3,,-0.008037693678818028,-0.09260791761875153,0.37659208238124847
E081_box025_p2_legobj,sim,37,0.74,0.035773373423683204,lf3,-0.0070054724817391195,rh,0,1,3,,-0.0070054724817391195,-0.09252393467426301,0.376676065325737
E081_box025_p2_legobj,sim,38,0.76,0.0360264326560284,lf3,-0.006124672197721628,rh,0,1,4,,-0.006124672197721628,-0.09240874869823457,0.37679125130176544
E081_box025_p2_legobj,sim,39,0.78,0.035499082576539505,lf3,-0.005475680739937108,rh,0,1,4,,-0.005475680739937108,-0.09224102122783662,0.3769589787721634
E081_box025_p2_legobj,sim,40,0.8,0.0353080281044817,lf3,-0.00437426446727919,rh,0,1,3,,-0.00437426446727919,-0.09210721625089646,0.37709278374910354
E081_box025_p2_legobj,sim,41,0.82,0.03399213950177677,lf3,-0.003923693626556327,rh,0,1,3,,-0.003923693626556327,-0.09205423517227174,0.37714576482772827
E081_box025_p2_legobj,sim,42,0.84,0.03282777485256578,lf3,-0.0037801599888148824,rh,0,1,3,,-0.0037801599888148824,-0.09202240629196168,0.37717759370803833
E081_box025_p2_legobj,sim,43,0.86,0.031840921836876764,lf3,-0.003045374163298434,rh,0,1,3,,-0.003045374163298434,-0.09200282616615296,0.37719717383384704
E081_box025_p2_legobj,sim,44,0.88,0.031125072262124968,lf3,-0.004433424094029262,lh,0,2,4,,-0.004433424094029262,-0.09199559910297395,0.37720440089702606
E081_box025_p2_legobj,sim,45,0.9,0.031797942721694956,lf3,-0.0077181679625869665,lh,0,1,2,,-0.0077181679625869665,-0.0913672096848488,0.3778327903151512
