variant,case,frame,eval_time_s,npz_time_s,opt_step,obj_err_m,pelvis_err_m,pelvis_z_qpos_m,sim_pelvis_z_m,ref_pelvis_z_m,sim_left_sdf_m,sim_right_sdf_m,sim_min_hand_sdf_m,ref_left_sdf_m,ref_right_sdf_m,ref_min_hand_sdf_m,sim_left_contact_count,sim_right_contact_count,sim_total_contact_count,ref_left_contact_count,ref_right_contact_count,ref_total_contact_count,sim_left_foot_z_m,sim_right_foot_z_m,sim_right_foot_xy_step_m,ref_right_foot_xy_step_m,right_hip_pitch_ctrl_diff,robot_ctrl_linf,robot_ctrl_l2,object_ctrl_linf,object_ctrl_l2,qpos_max_abs_diff_vs_ref,qvel_max_abs
E081_box023_p2_legobj,box023_person2_legobj,0,0.0,0.0166667,0,0.006571253894812281,0.0016145480589380681,0.7536531686782837,0.7536531686782837,0.7544032335281372,0.3687770726916873,0.3569287848941138,0.3569287848941138,0.3761916065702559,0.36276445988991585,0.36276445988991585,0,0,0,0,0,0,0.014464095158215014,-0.0029565145983835167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064497812527406495,0.19553345441818237
E081_box023_p2_legobj,box023_person2_legobj,1,0.02,0.0333334,0,0.009277095174753915,0.003139328495648347,0.7532581686973572,0.7532581686973572,0.7549949884414673,0.36579540341992334,0.3545106716910497,0.3545106716910497,0.3836797322086255,0.36130310273396155,0.36130310273396155,0,0,0,0,0,0,0.014379729643849003,-0.002918141230129276,8.223236232125965e-05,2.5862999155720858e-05,0.0,0.0,0.0,0.0,0.0,0.07432970404624939,0.38146206736564636
E081_box023_p2_legobj,box023_person2_legobj,2,0.04,0.0500001,0,0.01132503220230109,0.0057528700050690044,0.7529218196868896,0.7529218196868896,0.7555868029594421,0.36420300248729687,0.35259263533112045,0.35259263533112045,0.3936810912097819,0.35986471099444384,0.35986471099444384,0,0,0,0,0,0,0.014438799506115912,-0.0028443977967272938,0.00017186392730469675,4.697946161996343e-05,0.0,0.0,0.0,0.0,0.0,0.13936646282672882,0.9454869031906128
E081_box023_p2_legobj,box023_person2_legobj,3,0.06,0.0666668,0,0.012830252542760703,0.006879935410894071,0.7526416182518005,0.7526416182518005,0.7568924427032471,0.36389330320662094,0.35118755074634894,0.35118755074634894,0.40043905308288474,0.362019281671111,0.362019281671111,0,0,0,0,0,0,0.014617561127673564,-0.0027884939444428047,0.0002672264298115352,0.0006960533784630645,0.0,0.0,0.0,0.0,0.0,0.18005025386810303,1.5030288696289062
E081_box023_p2_legobj,box023_person2_legobj,4,0.08,0.0833335,0,0.013922671292307873,0.008984454685847413,0.7524275183677673,0.7524275183677673,0.7582033276557922,0.3648090235967916,0.3502418413669426,0.3502418413669426,0.4077037395217993,0.3642649144848355,0.3642649144848355,0,0,0,0,0,0,0.014881584704090484,-0.0027623169711465667,0.0003052274182192702,0.0007074954935686903,0.0,0.0,0.0,0.0,0.0,0.21212846040725708,2.012620687484741
E081_box023_p2_legobj,box023_person2_legobj,5,0.1,0.10000020000000001,0,0.014699628762600224,0.009637826892945366,0.7522623538970947,0.7522623538970947,0.7589491009712219,0.36669608399615417,0.3495980427978321,0.3495980427978321,0.4129853509248627,0.366003980863005,0.366003980863005,0,0,0,0,0,0,0.015138896853630242,-0.002770768887890032,0.0003247748596692144,0.0007051313814102414,0.0,0.0,0.0,0.0,0.0,0.21961894631385803,2.3669891357421875
E081_box023_p2_legobj,box023_person2_legobj,6,0.12,0.11666690000000002,0,0.015252387917962809,0.011943216152784217,0.7521445155143738,0.7521445155143738,0.7596863508224487,0.3693354185115197,0.3491411821481205,0.3491411821481205,0.4185681219752911,0.36773950085862467,0.36773950085862467,0,0,0,0,0,0,0.015337094614510813,-0.002794292044637131,0.00031136736512674286,0.0007013574998013105,0.0,0.0,0.0,0.0,0.0,0.22288718819618225,2.603469133377075
E081_box023_p2_legobj,box023_person2_legobj,7,0.14,0.13333360000000002,0,0.01565830735673477,0.01572600414138911,0.7521213889122009,0.7521213889122009,0.7613980174064636,0.37216072771158076,0.34880739189862886,0.34880739189862886,0.4162767723568762,0.36878177693484077,0.36878177693484077,0,0,0,0,0,0,0.015497332344471402,-0.0028004012266180517,0.00025960600681344906,0.00071245653741744,0.0,0.0,0.0,0.0,0.0,0.2130623757839203,2.7023093700408936
E081_box023_p2_legobj,box023_person2_legobj,8,0.16,0.15000030000000003,0,0.015946944511075777,0.019640382864243078,0.7519956231117249,0.7519956231117249,0.7631317973136902,0.37446362235203895,0.3484620374372448,0.3484620374372448,0.41397324438913696,0.369875636649964,0.369875636649964,0,0,0,0,0,0,0.014602734693553197,-0.002908176104454707,0.00025318838462293485,0.0006845776910615281,0.0,0.0,0.0,0.0,0.0,0.2028128206729889,2.7121829986572266
E081_box023_p2_legobj,box023_person2_legobj,9,0.18,0.16666700000000004,0,0.01614728754278819,0.025412472492347273,0.7522367238998413,0.7522367238998413,0.7652416825294495,0.37619023520538275,0.34829343312924144,0.34829343312924144,0.4097223709789406,0.3709158598057209,0.3709158598057209,0,0,0,0,0,0,0.014624712759791748,-0.0027807112574952594,0.00044375018274763346,0.0008083294769843062,0.0,0.0,0.0,0.0,0.0,0.17836743593215942,2.5954315662384033
