eval_frame,eval_time_s,ref_frame_30hz,raw_frame,person1_left_contact,person1_left_min_dist_m,person1_left_tip_min_dist_m,person1_left_n_vertices_lt_thresh,person1_right_contact,person1_right_min_dist_m,person1_right_tip_min_dist_m,person1_right_n_vertices_lt_thresh,person2_left_contact,person2_left_min_dist_m,person2_left_tip_min_dist_m,person2_left_n_vertices_lt_thresh,person2_right_contact,person2_right_min_dist_m,person2_right_tip_min_dist_m,person2_right_n_vertices_lt_thresh
0,0.0,0,47,0,0.8530611991882324,0.858885645866394,0,0,0.7017754912376404,0.7048331499099731,0,0,0.5065881609916687,0.5103939771652222,0,0,0.1857241690158844,0.18778221309185028,0
1,0.02,1,48,0,0.7350472211837769,0.7370207905769348,0,0,0.7023338675498962,0.7054197192192078,0,0,0.5171592235565186,0.5212293863296509,0,0,0.1458229124546051,0.1479201316833496,0
2,0.04,1,48,0,0.7350472211837769,0.7370207905769348,0,0,0.7023338675498962,0.7054197192192078,0,0,0.5171592235565186,0.5212293863296509,0,0,0.1458229124546051,0.1479201316833496,0
3,0.06,2,49,0,0.6437907814979553,0.6464431881904602,0,0,0.7042538523674011,0.7051004767417908,0,0,0.5252923965454102,0.5296039581298828,0,0,0.1018814742565155,0.10409024357795715,0
4,0.08,2,49,0,0.6437907814979553,0.6464431881904602,0,0,0.7042538523674011,0.7051004767417908,0,0,0.5252923965454102,0.5296039581298828,0,0,0.1018814742565155,0.10409024357795715,0
5,0.1,3,50,0,0.5878041982650757,0.5888488292694092,0,0,0.710206925868988,0.7104032635688782,0,0,0.5519335865974426,0.5581905841827393,0,0,0.05405840650200844,0.055087365210056305,0
6,0.12,4,51,0,0.5392618179321289,0.5410581231117249,0,0,0.7128306031227112,0.7132430076599121,0,0,0.5797091722488403,0.5898579359054565,0,1,0.003657279070466757,0.006887602154165506,173
7,0.14,4,51,0,0.5392618179321289,0.5410581231117249,0,0,0.7128306031227112,0.7132430076599121,0,0,0.5797091722488403,0.5898579359054565,0,1,0.003657279070466757,0.006887602154165506,173
8,0.16,5,52,0,0.5241589546203613,0.5261412858963013,0,0,0.7114003896713257,0.7118477821350098,0,0,0.5797467231750488,0.6095008850097656,0,1,0.0008786238613538444,0.004419549833983183,420
9,0.18,5,52,0,0.5241589546203613,0.5261412858963013,0,0,0.7114003896713257,0.7118477821350098,0,0,0.5797467231750488,0.6095008850097656,0,1,0.0008786238613538444,0.004419549833983183,420
10,0.2,6,53,0,0.5043092966079712,0.5062794089317322,0,0,0.707959771156311,0.7085682153701782,0,0,0.5619207620620728,0.6205935478210449,0,1,0.0004235417873132974,0.0072141787968575954,522
11,0.22,7,54,0,0.47698909044265747,0.47887322306632996,0,0,0.7025313973426819,0.7032791972160339,0,0,0.5426774621009827,0.6238652467727661,0,1,0.0007717288681305945,0.011299808509647846,551
12,0.24,7,54,0,0.47698909044265747,0.47887322306632996,0,0,0.7025313973426819,0.7032791972160339,0,0,0.5426774621009827,0.6238652467727661,0,1,0.0007717288681305945,0.011299808509647846,551
13,0.26,8,55,0,0.4469400942325592,0.44866496324539185,0,0,0.6954970359802246,0.6963098049163818,0,0,0.534408688545227,0.6216114163398743,0,1,0.0007246575551107526,0.008158601820468903,556
14,0.28,8,55,0,0.4469400942325592,0.44866496324539185,0,0,0.6954970359802246,0.6963098049163818,0,0,0.534408688545227,0.6216114163398743,0,1,0.0007246575551107526,0.008158601820468903,556
15,0.3,9,56,0,0.406249463558197,0.40782856941223145,0,0,0.6855995059013367,0.6864783763885498,0,0,0.5312473773956299,0.6136213541030884,0,1,0.0007483106455765665,0.0063176825642585754,555
16,0.32,10,57,0,0.3548568785190582,0.35623645782470703,0,0,0.6700195074081421,0.6709186434745789,0,0,0.5328874588012695,0.6016886234283447,0,1,0.0006096740835346282,0.004341308027505875,555
17,0.34,10,57,0,0.3548568785190582,0.35623645782470703,0,0,0.6700195074081421,0.6709186434745789,0,0,0.5328874588012695,0.6016886234283447,0,1,0.0006096740835346282,0.004341308027505875,555
